analysisPlanSort	analysisPlanId	description	NAME1	STAT1	NAME2	STAT2	NAME3	STAT3	NAME4	STAT4	NAME5	STAT5	NAME6	STAT6	NAME7	STAT7	NAME8	STAT8	NAME9	STAT9	NAME10	STAT10
AP-042.8+	42.8+	17-color ICS with memory, Tfh, NK markers. (Same as 042 but with 8+ICOS+ and 8+154+)	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	154+	S/Exclude/14-/Lv/L/3+/4+/154+:Count
AP-042.8+	42.8+	17-color ICS with memory, Tfh, NK markers. (Same as 042 but with 8+ICOS+ and 8+154+)	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	GzB+	S/Exclude/14-/Lv/L/3+/4+/GzB+:Count
AP-042.8+	42.8+	17-color ICS with memory, Tfh, NK markers. (Same as 042 but with 8+ICOS+ and 8+154+)	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	ICOS+	S/Exclude/14-/Lv/L/3+/4+/ICOS+:Count
AP-042.8+	42.8+	17-color ICS with memory, Tfh, NK markers. (Same as 042 but with 8+ICOS+ and 8+154+)	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	IFNg+	S/Exclude/14-/Lv/L/3+/4+/IFNg+:Count
AP-042.8+	42.8+	17-color ICS with memory, Tfh, NK markers. (Same as 042 but with 8+ICOS+ and 8+154+)	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	IL17a+	S/Exclude/14-/Lv/L/3+/4+/IL17a+:Count
AP-042.8+	42.8+	17-color ICS with memory, Tfh, NK markers. (Same as 042 but with 8+ICOS+ and 8+154+)	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	IL2+	S/Exclude/14-/Lv/L/3+/4+/IL2+:Count
AP-042.8+	42.8+	17-color ICS with memory, Tfh, NK markers. (Same as 042 but with 8+ICOS+ and 8+154+)	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	IL4+	S/Exclude/14-/Lv/L/3+/4+/IL4+:Count
AP-042.8+	42.8+	17-color ICS with memory, Tfh, NK markers. (Same as 042 but with 8+ICOS+ and 8+154+)	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	TNFa+	S/Exclude/14-/Lv/L/3+/4+/TNFa+:Count
AP-042.8+	42.8+	17-color ICS with memory, Tfh, NK markers. (Same as 042 but with 8+ICOS+ and 8+154+)	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	IFNg_OR_IL2	S/Exclude/14-/Lv/L/3+/4+/IFNg\\IL2:Count
AP-042.8+	42.8+	17-color ICS with memory, Tfh, NK markers. (Same as 042 but with 8+ICOS+ and 8+154+)	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	IFNg+IL2+	S/Exclude/14-/Lv/L/3+/4+/IFNg+IL2+:Count
AP-042.8+	42.8+	17-color ICS with memory, Tfh, NK markers. (Same as 042 but with 8+ICOS+ and 8+154+)	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	IFNg+TNFa+	S/Exclude/14-/Lv/L/3+/4+/IFNg+TNFa+:Count
