analysisPlanSort	analysisPlanId	description	NAME1	STAT1	NAME2	STAT2	NAME3	STAT3	NAME4	STAT4	NAME5	STAT5	NAME6	STAT6	NAME7	STAT7	NAME8	STAT8	NAME9	STAT9	NAME10	STAT10
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	107a+	S/Exclude/14-/Lv/L/3+/4+/107a+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	154+	S/Exclude/14-/Lv/L/3+/4+/154+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	GzB+	S/Exclude/14-/Lv/L/3+/4+/GzB+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	IFNg+	S/Exclude/14-/Lv/L/3+/4+/IFNg+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	IL10+	S/Exclude/14-/Lv/L/3+/4+/IL10+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	IL13+	S/Exclude/14-/Lv/L/3+/4+/IL13+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	IL17+	S/Exclude/14-/Lv/L/3+/4+/IL17+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	IL2+	S/Exclude/14-/Lv/L/3+/4+/IL2+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	IL4+	S/Exclude/14-/Lv/L/3+/4+/IL4+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	TNFa+	S/Exclude/14-/Lv/L/3+/4+/TNFa+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4+	S/Exclude/14-/Lv/L/3+/4+:Count	IFNg_OR_IL2	S/Exclude/14-/Lv/L/3+/4+/IFNg\\IL2:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD8+	S/Exclude/14-/Lv/L/3+/8+:Count	107a+	S/Exclude/14-/Lv/L/3+/8+/107a+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD8+	S/Exclude/14-/Lv/L/3+/8+:Count	154+	S/Exclude/14-/Lv/L/3+/8+/154+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD8+	S/Exclude/14-/Lv/L/3+/8+:Count	GzB+	S/Exclude/14-/Lv/L/3+/8+/GzB+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD8+	S/Exclude/14-/Lv/L/3+/8+:Count	IFNg+	S/Exclude/14-/Lv/L/3+/8+/IFNg+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD8+	S/Exclude/14-/Lv/L/3+/8+:Count	IL10+	S/Exclude/14-/Lv/L/3+/8+/IL10+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD8+	S/Exclude/14-/Lv/L/3+/8+:Count	IL13+	S/Exclude/14-/Lv/L/3+/8+/IL13+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD8+	S/Exclude/14-/Lv/L/3+/8+:Count	IL17+	S/Exclude/14-/Lv/L/3+/8+/IL17+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD8+	S/Exclude/14-/Lv/L/3+/8+:Count	IL2+	S/Exclude/14-/Lv/L/3+/8+/IL2+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD8+	S/Exclude/14-/Lv/L/3+/8+:Count	IL4+	S/Exclude/14-/Lv/L/3+/8+/IL4+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD8+	S/Exclude/14-/Lv/L/3+/8+:Count	TNFa+	S/Exclude/14-/Lv/L/3+/8+/TNFa+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD8+	S/Exclude/14-/Lv/L/3+/8+:Count	IFNg_OR_IL2	S/Exclude/14-/Lv/L/3+/8+/IFNg\\IL2:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4-CD8-	S/Exclude/14-/Lv/L/3+/CD4-CD8-:Count	107a+	S/Exclude/14-/Lv/L/3+/CD4-CD8-/107a+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4-CD8-	S/Exclude/14-/Lv/L/3+/CD4-CD8-:Count	154+	S/Exclude/14-/Lv/L/3+/CD4-CD8-/154+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4-CD8-	S/Exclude/14-/Lv/L/3+/CD4-CD8-:Count	GzB+	S/Exclude/14-/Lv/L/3+/CD4-CD8-/GzB+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4-CD8-	S/Exclude/14-/Lv/L/3+/CD4-CD8-:Count	IFNg+	S/Exclude/14-/Lv/L/3+/CD4-CD8-/IFNg+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4-CD8-	S/Exclude/14-/Lv/L/3+/CD4-CD8-:Count	IL10+	S/Exclude/14-/Lv/L/3+/CD4-CD8-/IL10+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4-CD8-	S/Exclude/14-/Lv/L/3+/CD4-CD8-:Count	IL13+	S/Exclude/14-/Lv/L/3+/CD4-CD8-/IL13+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4-CD8-	S/Exclude/14-/Lv/L/3+/CD4-CD8-:Count	IL17+	S/Exclude/14-/Lv/L/3+/CD4-CD8-/IL17+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4-CD8-	S/Exclude/14-/Lv/L/3+/CD4-CD8-:Count	IL2+	S/Exclude/14-/Lv/L/3+/CD4-CD8-/IL2+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4-CD8-	S/Exclude/14-/Lv/L/3+/CD4-CD8-:Count	IL4+	S/Exclude/14-/Lv/L/3+/CD4-CD8-/IL4+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4-CD8-	S/Exclude/14-/Lv/L/3+/CD4-CD8-:Count	TNFa+	S/Exclude/14-/Lv/L/3+/CD4-CD8-/TNFa+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	CD4-CD8-	S/Exclude/14-/Lv/L/3+/CD4-CD8-:Count	IFNg_OR_IL2	S/Exclude/14-/Lv/L/3+/CD4-CD8-/IFNg\\IL2:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	gd+	S/Exclude/14-/Lv/L/3+/gd+:Count	107a+	S/Exclude/14-/Lv/L/3+/gd+/107a+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	gd+	S/Exclude/14-/Lv/L/3+/gd+:Count	154+	S/Exclude/14-/Lv/L/3+/gd+/154+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	gd+	S/Exclude/14-/Lv/L/3+/gd+:Count	GzB+	S/Exclude/14-/Lv/L/3+/gd+/GzB+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	gd+	S/Exclude/14-/Lv/L/3+/gd+:Count	IFNg+	S/Exclude/14-/Lv/L/3+/gd+/IFNg+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	gd+	S/Exclude/14-/Lv/L/3+/gd+:Count	IL10+	S/Exclude/14-/Lv/L/3+/gd+/IL10+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	gd+	S/Exclude/14-/Lv/L/3+/gd+:Count	IL13+	S/Exclude/14-/Lv/L/3+/gd+/IL13+:Count
AP-040	40	16-Color multifunctional ICS.	Singlets	S:Count	Excluded	S/Exclude:Count	CD14-	S/Exclude/14-:Count	Live	S/Exclude/14-/Lv:Count	Lymphocytes	S/Exclude/14-/Lv/L:Count	CD3+	S/Exclude/14-/Lv/L/3+:Count	gd+	S/Exclude/14-/Lv/L/3+/gd+:Count	IL17+	S/Exclude/14-/Lv/L/3+/gd+/IL17+:Count
